"Actual investments by state, technology, and quarter (2024 million USD)"

version:,2025_Q2.20250811.0
created:,Mon Aug 11 13:41:07 2025 (PDT)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Retail,SC,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2025-Q2,0.000000,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2021-Q1,4.084402,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2021-Q2,0.948165,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2021-Q3,5.032567,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2021-Q4,2.031782,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2022-Q1,0.000000,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2022-Q2,0.000000,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2022-Q3,0.801292,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2022-Q4,3.255566,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2023-Q1,3.265352,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2023-Q2,1.582914,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2023-Q3,0.497623,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2023-Q4,0.000000,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2024-Q1,2.297676,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2024-Q2,0.695995,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2024-Q3,0.794148,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2024-Q4,0.927994,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2025-Q1,1.079782,Power
Retail,SC,Distributed Electricity and Storage,Residential Batteries,2025-Q2,1.556650,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q1,47.773101,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q2,44.264342,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q3,33.496082,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q4,30.254125,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q1,37.218233,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q2,16.390905,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q3,16.893624,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q4,15.828542,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q1,15.814743,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q2,15.662091,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q3,25.021044,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q4,16.744532,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q1,24.638970,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q2,22.901641,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q3,23.319887,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q4,6.276369,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q1,31.260643,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q2,22.056581,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q3,23.137298,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q4,20.312508,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q1,21.933124,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q2,25.387177,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q3,19.219724,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q4,14.824714,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q1,1.054595,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q2,10.263672,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q3,8.479667,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q4,8.504508,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2025-Q1,7.745471,Power
Retail,SC,Distributed Electricity and Storage,Residential Solar Photovoltaic,2025-Q2,32.713454,Power
Retail,SC,Heat Pumps,Heat Pumps,2018-Q1,196.797191,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2018-Q2,243.648496,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2018-Q3,210.585062,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2018-Q4,157.462267,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2019-Q1,208.413842,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2019-Q2,271.880791,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2019-Q3,230.935980,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2019-Q4,170.345793,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2020-Q1,219.974707,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2020-Q2,247.912176,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2020-Q3,282.405297,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2020-Q4,237.580235,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2021-Q1,253.841534,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2021-Q2,326.302281,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2021-Q3,285.678177,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2021-Q4,248.773848,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2022-Q1,282.235276,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2022-Q2,341.995675,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2022-Q3,326.239446,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2022-Q4,262.791210,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2023-Q1,271.437104,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2023-Q2,294.376553,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2023-Q3,274.603631,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2023-Q4,186.357548,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2024-Q1,245.886525,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2024-Q2,309.753026,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2024-Q3,332.963488,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2024-Q4,242.801476,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2025-Q1,269.301479,Buildings
Retail,SC,Heat Pumps,Heat Pumps,2025-Q2,337.846573,Buildings
Retail,SC,Zero Emission Vehicles,BEV,2018-Q1,7.433766,Transport
Retail,SC,Zero Emission Vehicles,BEV,2018-Q2,8.463535,Transport
Retail,SC,Zero Emission Vehicles,BEV,2018-Q3,13.451388,Transport
Retail,SC,Zero Emission Vehicles,BEV,2018-Q4,19.286593,Transport
Retail,SC,Zero Emission Vehicles,BEV,2019-Q1,12.584471,Transport
Retail,SC,Zero Emission Vehicles,BEV,2019-Q2,13.317936,Transport
Retail,SC,Zero Emission Vehicles,BEV,2019-Q3,15.078295,Transport
Retail,SC,Zero Emission Vehicles,BEV,2019-Q4,13.041919,Transport
Retail,SC,Zero Emission Vehicles,BEV,2020-Q1,17.173582,Transport
Retail,SC,Zero Emission Vehicles,BEV,2020-Q2,13.571458,Transport
Retail,SC,Zero Emission Vehicles,BEV,2020-Q3,21.600430,Transport
Retail,SC,Zero Emission Vehicles,BEV,2020-Q4,27.752008,Transport
Retail,SC,Zero Emission Vehicles,BEV,2021-Q1,32.608921,Transport
Retail,SC,Zero Emission Vehicles,BEV,2021-Q2,33.962344,Transport
Retail,SC,Zero Emission Vehicles,BEV,2021-Q3,41.649129,Transport
Retail,SC,Zero Emission Vehicles,BEV,2021-Q4,54.125478,Transport
Retail,SC,Zero Emission Vehicles,BEV,2022-Q1,54.527285,Transport
Retail,SC,Zero Emission Vehicles,BEV,2022-Q2,60.317599,Transport
Retail,SC,Zero Emission Vehicles,BEV,2022-Q3,83.068150,Transport
Retail,SC,Zero Emission Vehicles,BEV,2022-Q4,77.541413,Transport
Retail,SC,Zero Emission Vehicles,BEV,2023-Q1,82.229880,Transport
Retail,SC,Zero Emission Vehicles,BEV,2023-Q2,89.532818,Transport
Retail,SC,Zero Emission Vehicles,BEV,2023-Q3,102.737111,Transport
Retail,SC,Zero Emission Vehicles,BEV,2023-Q4,95.275141,Transport
Retail,SC,Zero Emission Vehicles,BEV,2024-Q1,94.876923,Transport
Retail,SC,Zero Emission Vehicles,BEV,2024-Q2,101.539920,Transport
Retail,SC,Zero Emission Vehicles,BEV,2024-Q3,123.529347,Transport
Retail,SC,Zero Emission Vehicles,BEV,2024-Q4,135.409184,Transport
Retail,SC,Zero Emission Vehicles,BEV,2025-Q1,115.320475,Transport
Retail,SC,Zero Emission Vehicles,BEV,2025-Q2,117.762447,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2018-Q1,8.096900,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2018-Q2,6.525491,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2018-Q3,6.214761,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2018-Q4,6.354961,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2019-Q1,4.565122,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2019-Q2,6.337138,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2019-Q3,4.921499,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2019-Q4,3.907302,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2020-Q1,3.363197,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2020-Q2,2.486523,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2020-Q3,5.236497,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2020-Q4,9.068976,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2021-Q1,11.141545,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2021-Q2,21.882766,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2021-Q3,15.430228,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2021-Q4,18.663453,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2022-Q1,18.746292,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2022-Q2,26.092801,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2022-Q3,20.174587,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2022-Q4,22.309601,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2023-Q1,26.722079,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2023-Q2,28.275378,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2023-Q3,24.770657,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2023-Q4,34.490747,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2024-Q1,33.483891,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2024-Q2,40.867235,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2024-Q3,37.205468,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2024-Q4,47.463594,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2025-Q1,44.280466,Transport
Retail,SC,Zero Emission Vehicles,PHEV,2025-Q2,44.147163,Transport
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q1,0.002054,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q1,0.094350,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q4,0.021773,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q1,0.107982,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q1,0.084059,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q2,0.011102,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q3,0.046546,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q2,0.063365,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q3,0.010818,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q4,1.441933,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q1,0.102217,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q2,0.003006,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q3,0.028561,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q4,0.015032,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2025-Q1,0.286338,Power
Retail,SD,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2025-Q2,0.017531,Power
Retail,SD,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q2,0.631319,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2022-Q4,0.030237,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2023-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2023-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2023-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2023-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2024-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2024-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2024-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2024-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2025-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Batteries,2025-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q3,0.227013,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q3,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q4,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2025-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential OnShoreWind,2025-Q2,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q1,0.015512,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q2,0.040331,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q3,0.127196,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q4,0.043433,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q1,0.045444,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q2,0.119289,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q3,0.133490,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q4,0.076686,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q1,0.208162,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q2,0.066612,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q3,0.105469,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q4,0.086040,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q1,0.000000,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q2,0.085794,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q3,0.163545,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q4,0.083113,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q1,0.038696,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q2,0.259814,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q3,0.218355,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q4,0.422889,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q1,0.174682,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q2,0.242226,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q3,0.342378,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q4,2.194011,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q1,0.751992,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q2,0.248406,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q3,0.291312,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q4,1.975954,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2025-Q1,0.518406,Power
Retail,SD,Distributed Electricity and Storage,Residential Solar Photovoltaic,2025-Q2,0.435044,Power
Retail,SD,Heat Pumps,Heat Pumps,2018-Q1,1.781354,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2018-Q2,2.205439,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2018-Q3,1.906158,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2018-Q4,1.425305,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2019-Q1,1.886505,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2019-Q2,2.460990,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2019-Q3,2.090369,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2019-Q4,1.541923,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2020-Q1,1.991150,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2020-Q2,2.244033,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2020-Q3,2.556255,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2020-Q4,2.150511,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2021-Q1,2.297704,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2021-Q2,2.953598,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2021-Q3,2.585880,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2021-Q4,2.251832,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2022-Q1,2.554716,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2022-Q2,3.095651,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2022-Q3,2.953029,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2022-Q4,2.378714,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2023-Q1,2.456974,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2023-Q2,2.664615,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2023-Q3,2.485636,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2023-Q4,1.686857,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2024-Q1,2.225697,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2024-Q2,2.803799,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2024-Q3,3.013894,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2024-Q4,2.197772,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2025-Q1,2.437643,Buildings
Retail,SD,Heat Pumps,Heat Pumps,2025-Q2,3.058094,Buildings
Retail,SD,Zero Emission Vehicles,BEV,2018-Q1,0.782578,Transport
Retail,SD,Zero Emission Vehicles,BEV,2018-Q2,0.747911,Transport
Retail,SD,Zero Emission Vehicles,BEV,2018-Q3,1.119428,Transport
Retail,SD,Zero Emission Vehicles,BEV,2018-Q4,2.762659,Transport
Retail,SD,Zero Emission Vehicles,BEV,2019-Q1,1.007290,Transport
Retail,SD,Zero Emission Vehicles,BEV,2019-Q2,0.871269,Transport
Retail,SD,Zero Emission Vehicles,BEV,2019-Q3,0.725728,Transport
Retail,SD,Zero Emission Vehicles,BEV,2019-Q4,1.568730,Transport
Retail,SD,Zero Emission Vehicles,BEV,2020-Q1,1.369615,Transport
Retail,SD,Zero Emission Vehicles,BEV,2020-Q2,0.565773,Transport
Retail,SD,Zero Emission Vehicles,BEV,2020-Q3,1.983824,Transport
Retail,SD,Zero Emission Vehicles,BEV,2020-Q4,1.957273,Transport
Retail,SD,Zero Emission Vehicles,BEV,2021-Q1,2.534669,Transport
